"id_service","id_costumer","price","date"
2,13,38.58,2020-01-07
6,105,97.06,2020-01-07
17,105,77.06,2020-01-07
18,105,177.06,2020-01-07
9,140,73.66,2020-01-07
7,140,73.66,2020-01-07
12,140,100.66,2020-01-07
14,215,18.53,2020-01-07
5,215,118.53,2020-01-07
2,59,39.25,2020-01-07
9,59,72.25,2020-01-07
4,59,39.25,2020-01-07
1,15,50.95,2020-01-07
6,15,102.95,2020-01-07
13,15,6.45,2020-01-07
16,221,207.41,2020-01-07
1,106,46.77,2020-01-07
8,299,61.57,2020-01-07
10,299,18.57,2020-01-07
5,299,118.57,2020-01-07
1,6,49.34,2020-01-07
6,256,99.3,2020-01-07
9,256,72.3,2020-01-07
2,256,39.3,2020-01-07
11,256,114.3,2020-01-07
5,125,120.91,2020-01-07
12,175,100.47,2020-01-07
18,175,180.47,2020-01-07
6,295,99.5,2020-01-08
3,295,33.5,2020-01-08
14,295,19.5,2020-01-08
14,181,22.35,2020-01-08
9,6,71.37,2020-01-08
18,300,181.85,2020-01-08
15,300,31.85,2020-01-08
6,236,99.82,2020-01-08
9,236,72.82,2020-01-08
16,236,204.82,2020-01-08
6,290,97.39,2020-01-08
11,290,112.39,2020-01-08
6,117,102.03,2020-01-08
4,117,42.03,2020-01-08
7,117,75.03,2020-01-08
6,243,102.89,2020-01-08
16,243,207.89,2020-01-08
10,243,22.89,2020-01-08
7,45,74.53,2020-01-08
9,45,74.53,2020-01-08
2,45,41.53,2020-01-08
6,45,101.53,2020-01-08
7,29,71.08,2020-01-08
12,29,98.08,2020-01-08
5,29,118.08,2020-01-08
3,98,34.49,2020-01-08
5,98,120.49,2020-01-08
16,98,205.49,2020-01-08
15,98,30.49,2020-01-08
2,98,40.49,2020-01-08
11,182,114.89,2020-01-08
18,182,179.89,2020-01-08
10,182,19.89,2020-01-08
16,182,204.89,2020-01-08
15,97,28.9,2020-01-08
11,97,113.9,2020-01-08
4,97,38.9,2020-01-08
8,247,61.55,2020-01-08
11,4,117.76,2020-01-08
6,4,102.76,2020-01-08
15,4,32.76,2020-01-08
8,4,65.76,2020-01-08
8,297,60.4,2020-01-08
10,297,17.4,2020-01-08
18,148,181.12,2020-01-08
13,80,6.03,2020-01-08
17,80,82.53,2020-01-08
8,89,65.83,2020-01-08
16,89,207.83,2020-01-08
15,89,32.83,2020-01-08
13,3,3.73,2020-01-08
17,24,80.68,2020-01-08
1,150,50.67,2020-01-09
7,150,75.67,2020-01-09
3,273,31.8,2020-01-09
6,273,97.8,2020-01-09
2,273,37.8,2020-01-09
12,286,100.82,2020-01-09
3,286,34.82,2020-01-09
7,11,74.44,2020-01-09
17,11,81.44,2020-01-09
5,168,122.94,2020-01-09
1,168,50.94,2020-01-09
2,282,37.5,2020-01-09
1,282,45.5,2020-01-09
2,115,38.21,2020-01-09
10,115,18.21,2020-01-09
11,115,113.21,2020-01-09
9,40,74.2,2020-01-09
7,40,74.2,2020-01-09
1,40,49.2,2020-01-09
14,46,19.51,2020-01-09
13,46,3.01,2020-01-09
8,46,62.51,2020-01-09
6,200,101.06,2020-01-09
13,217,0.9,2020-01-09
3,217,31.4,2020-01-09
5,217,117.4,2020-01-09
6,103,98.39,2020-01-09
13,103,1.89,2020-01-09
8,241,62.23,2020-01-09
9,241,72.23,2020-01-09
4,38,38.86,2020-01-09
3,38,32.86,2020-01-09
18,38,178.86,2020-01-09
1,38,46.86,2020-01-09
10,110,21.13,2020-01-10
6,110,101.13,2020-01-10
15,59,27.14,2020-01-10
13,59,0.64,2020-01-10
4,59,37.14,2020-01-10
16,236,205.19,2020-01-10
8,236,63.19,2020-01-10
10,236,20.19,2020-01-10
11,236,115.19,2020-01-10
14,159,19.25,2020-01-10
8,159,62.25,2020-01-10
11,87,114.13,2020-01-10
9,87,72.13,2020-01-10
14,87,19.13,2020-01-10
4,87,39.13,2020-01-10
10,162,21.06,2020-01-11
9,162,74.06,2020-01-11
11,233,113.82,2020-01-11
15,233,28.82,2020-01-11
2,139,37.11,2020-01-11
9,139,70.11,2020-01-11
6,152,99.08,2020-01-11
5,152,119.08,2020-01-11
15,152,29.08,2020-01-11
12,152,99.08,2020-01-11
17,270,77.37,2020-01-11
18,270,177.37,2020-01-11
7,212,71.7,2020-01-11
13,212,2.2,2020-01-11
5,263,122.06,2020-01-11
13,263,5.56,2020-01-11
5,128,119.23,2020-01-11
13,128,2.73,2020-01-11
8,128,62.23,2020-01-11
6,141,102.12,2020-01-11
12,141,102.12,2020-01-11
1,141,50.12,2020-01-11
2,292,41.39,2020-01-11
16,292,206.39,2020-01-11
14,292,21.39,2020-01-11
11,280,116.62,2020-01-11
6,280,101.62,2020-01-11
18,280,181.62,2020-01-11
15,148,27.62,2020-01-11
1,148,45.62,2020-01-11
13,227,4.42,2020-01-11
1,227,48.92,2020-01-11
3,227,34.92,2020-01-11
7,272,71.61,2020-01-11
16,272,203.61,2020-01-11
2,272,38.61,2020-01-11
1,272,46.61,2020-01-11
15,272,28.61,2020-01-11
1,156,47.16,2020-01-11
11,156,114.16,2020-01-11
7,156,72.16,2020-01-11
1,97,45.18,2020-01-11
13,97,0.68,2020-01-11
11,18,112.37,2020-01-11
6,18,97.37,2020-01-11
17,289,81.65,2020-01-11
15,289,31.65,2020-01-11
16,289,206.65,2020-01-11
6,238,101.58,2020-01-11
15,238,31.58,2020-01-11
16,238,206.58,2020-01-11
5,167,119.01,2020-01-11
17,278,79.78,2020-01-11
10,157,17.08,2020-01-11
11,157,112.08,2020-01-11
11,89,112.64,2020-01-11
15,89,27.64,2020-01-11
2,89,37.64,2020-01-11
5,89,117.64,2020-01-11
9,285,70.36,2020-01-11
10,285,17.36,2020-01-11
11,285,112.36,2020-01-11
5,232,117.78,2020-01-11
11,232,112.78,2020-01-11
1,232,45.78,2020-01-11
2,232,37.78,2020-01-11
9,205,70.8,2020-01-11
2,205,37.8,2020-01-11
5,205,117.8,2020-01-11
4,161,37.56,2020-01-11
14,161,17.56,2020-01-11
15,161,27.56,2020-01-11
1,161,45.56,2020-01-11
13,226,3.4,2020-01-12
16,23,205.74,2020-01-12
4,23,40.74,2020-01-12
15,23,30.74,2020-01-12
8,46,62.03,2020-01-12
18,46,179.03,2020-01-12
8,217,61.05,2020-01-12
18,217,178.05,2020-01-12
10,217,18.05,2020-01-12
6,144,98.48,2020-01-12
7,144,71.48,2020-01-12
14,144,18.48,2020-01-12
11,104,114.98,2020-01-12
4,60,42.68,2020-01-12
14,60,22.68,2020-01-12
15,60,32.68,2020-01-12
1,146,48.38,2020-01-12
8,146,63.38,2020-01-12
7,146,73.38,2020-01-12
6,232,101.89,2020-01-12
10,232,21.89,2020-01-12
5,232,121.89,2020-01-12
11,258,116.89,2020-01-12
17,258,81.89,2020-01-12
7,206,75.02,2020-01-12
7,207,74.32,2020-01-12
6,207,101.32,2020-01-12
3,15,32.23,2020-01-12
2,15,38.23,2020-01-12
11,15,113.23,2020-01-12
7,168,75.37,2020-01-12
9,168,75.37,2020-01-12
3,168,36.37,2020-01-12
17,20,81.26,2020-01-12
9,20,74.26,2020-01-12
18,20,181.26,2020-01-12
14,20,21.26,2020-01-12
12,20,101.26,2020-01-12
16,87,204.55,2020-01-12
1,87,47.55,2020-01-12
10,87,19.55,2020-01-12
5,25,120.98,2020-01-12
3,25,34.98,2020-01-12
10,25,20.98,2020-01-12
7,241,72.96,2020-01-12
9,241,72.96,2020-01-12
6,241,99.96,2020-01-12
4,136,40.11,2020-01-12
17,136,80.11,2020-01-12
14,136,20.11,2020-01-12
5,136,120.11,2020-01-12
12,136,100.11,2020-01-12
9,103,70.97,2020-01-12
7,103,70.97,2020-01-12
8,103,60.97,2020-01-12
4,103,37.97,2020-01-12
3,143,31.34,2020-01-13
1,143,45.34,2020-01-13
5,143,117.34,2020-01-13
5,268,120.13,2020-01-13
3,233,34.14,2020-01-13
15,112,31.51,2020-01-13
10,112,21.51,2020-01-13
8,112,64.51,2020-01-13
14,298,22.07,2020-01-13
8,298,65.07,2020-01-13
1,298,50.07,2020-01-13
4,298,42.07,2020-01-13
16,5,207.64,2020-01-14
6,5,102.64,2020-01-14
15,5,32.64,2020-01-14
5,5,122.64,2020-01-14
16,284,207.69,2020-01-14
3,284,36.69,2020-01-14
14,284,22.69,2020-01-14
6,284,102.69,2020-01-14
5,132,121.03,2020-01-14
4,132,41.03,2020-01-14
6,226,98.2,2020-01-14
4,61,42.69,2020-01-14
2,17,37.44,2020-01-14
3,179,34.74,2020-01-14
13,179,4.24,2020-01-14
16,183,206.39,2020-01-14
7,183,74.39,2020-01-14
11,283,112.25,2020-01-14
7,283,70.25,2020-01-14
17,283,77.25,2020-01-14
1,296,45.33,2020-01-14
5,296,117.33,2020-01-14
2,296,37.33,2020-01-14
15,64,30.37,2020-01-14
9,64,73.37,2020-01-14
17,64,80.37,2020-01-14
10,134,17.72,2020-01-14
18,126,179.93,2020-01-15
10,126,19.93,2020-01-15
8,126,62.93,2020-01-15
9,220,70.66,2020-01-15
8,220,60.66,2020-01-15
4,220,37.66,2020-01-15
10,269,18.58,2020-01-15
7,269,71.58,2020-01-15
7,32,70.47,2020-01-15
18,32,177.47,2020-01-15
13,32,0.97,2020-01-15
1,32,45.47,2020-01-15
14,11,18.72,2020-01-15
4,43,41.98,2020-01-15
18,43,181.98,2020-01-15
14,245,18.31,2020-01-15
15,245,28.31,2020-01-15
3,192,34.98,2020-01-15
8,39,60.33,2020-01-15
5,39,117.33,2020-01-15
14,39,17.33,2020-01-15
9,75,75.88,2020-01-15
15,75,32.88,2020-01-15
13,240,3.67,2020-01-16
18,240,180.17,2020-01-16
13,242,3.63,2020-01-16
15,242,30.13,2020-01-16
4,91,39.33,2020-01-16
5,91,119.33,2020-01-16
13,193,5.67,2020-01-16
8,57,62.46,2020-01-16
15,57,29.46,2020-01-16
12,57,99.46,2020-01-16
9,57,72.46,2020-01-16
17,11,82.87,2020-01-16
1,11,50.87,2020-01-16
7,124,75.28,2020-01-16
11,124,117.28,2020-01-16
15,124,32.28,2020-01-16
15,173,28.22,2020-01-16
3,228,34.44,2020-01-16
6,228,100.44,2020-01-16
2,228,40.44,2020-01-16
7,228,73.44,2020-01-16
3,4,35.96,2020-01-16
17,4,81.96,2020-01-16
4,4,41.96,2020-01-16
2,136,39.54,2020-01-16
9,209,70.11,2020-01-16
8,209,60.11,2020-01-16
15,209,27.11,2020-01-16
12,71,98.72,2020-01-16
18,71,178.72,2020-01-16
8,71,61.72,2020-01-16
17,71,78.72,2020-01-16
15,248,28.71,2020-01-16
11,248,113.71,2020-01-16
18,248,178.71,2020-01-16
14,248,18.71,2020-01-16
16,8,206.58,2020-01-16
18,8,181.58,2020-01-16
1,8,49.58,2020-01-16
15,8,31.58,2020-01-16
8,138,63.27,2020-01-16
4,138,40.27,2020-01-16
1,290,46.36,2020-01-17
17,290,78.36,2020-01-17
13,290,1.86,2020-01-17
4,290,38.36,2020-01-17
7,184,75.17,2020-01-17
13,184,5.67,2020-01-17
8,184,65.17,2020-01-17
12,184,102.17,2020-01-17
15,204,27.57,2020-01-17
5,204,117.57,2020-01-17
14,122,19.56,2020-01-17
8,122,62.56,2020-01-17
16,122,204.56,2020-01-17
9,122,72.56,2020-01-17
6,272,98.75,2020-01-17
13,142,0.64,2020-01-17
5,142,117.14,2020-01-17
3,285,33.53,2020-01-17
4,285,39.53,2020-01-17
18,285,179.53,2020-01-17
16,285,204.53,2020-01-17
13,242,6.33,2020-01-17
14,242,22.83,2020-01-17
5,242,122.83,2020-01-17
7,242,75.83,2020-01-17
17,251,80.42,2020-01-17
8,251,63.42,2020-01-17
11,251,115.42,2020-01-17
16,27,204.69,2020-01-17
11,59,116.43,2020-01-17
17,59,81.43,2020-01-17
10,59,21.43,2020-01-17
9,59,74.43,2020-01-17
9,299,71.34,2020-01-17
17,299,78.34,2020-01-17
1,299,46.34,2020-01-17
1,259,49.31,2020-01-17
16,259,206.31,2020-01-17
17,259,81.31,2020-01-17
10,259,21.31,2020-01-17
3,259,35.31,2020-01-17
8,110,60.61,2020-01-17
12,110,97.61,2020-01-17
14,110,17.61,2020-01-17
15,190,28.25,2020-01-17
7,119,73.93,2020-01-17
8,119,63.93,2020-01-17
2,208,39.14,2020-01-17
17,91,78.09,2020-01-17
2,91,38.09,2020-01-17
5,57,120.21,2020-01-18
17,57,80.21,2020-01-18
13,57,3.71,2020-01-18
4,7,42.61,2020-01-18
12,7,102.61,2020-01-18
14,22,21.25,2020-01-18
8,22,64.25,2020-01-18
4,74,37.79,2020-01-18
3,74,31.79,2020-01-18
12,74,97.79,2020-01-18
5,222,119.27,2020-01-18
17,220,77.12,2020-01-18
10,220,17.12,2020-01-18
13,8,0.62,2020-01-18
15,8,27.12,2020-01-18
16,8,202.12,2020-01-18
11,8,112.12,2020-01-18
8,115,65.86,2020-01-18
2,115,42.86,2020-01-18
4,115,42.86,2020-01-18
14,115,22.86,2020-01-18
1,110,49.2,2020-01-18
9,84,74.66,2020-01-18
16,84,206.66,2020-01-18
17,84,81.66,2020-01-18
8,81,60.96,2020-01-18
6,81,97.96,2020-01-18
17,104,80.54,2020-01-18
15,104,30.54,2020-01-18
1,29,46.7,2020-01-18
14,29,18.7,2020-01-18
11,29,113.7,2020-01-18
5,85,119.16,2020-01-18
11,236,113.65,2020-01-18
4,236,38.65,2020-01-18
7,159,75.97,2020-01-18
13,159,6.47,2020-01-18
4,159,42.97,2020-01-18
9,123,73.34,2020-01-19
13,123,3.84,2020-01-19
5,123,120.34,2020-01-19
6,80,102.79,2020-01-19
8,80,65.79,2020-01-19
5,226,121.77,2020-01-19
3,226,35.77,2020-01-19
9,226,74.77,2020-01-19
1,255,49.69,2020-01-19
6,255,101.69,2020-01-19
17,255,81.69,2020-01-19
12,147,100.86,2020-01-19
13,147,4.36,2020-01-19
15,147,30.86,2020-01-19
10,147,20.86,2020-01-19
12,213,99.14,2020-01-19
17,213,79.14,2020-01-19
15,271,31.79,2020-01-19
1,271,49.79,2020-01-19
14,271,21.79,2020-01-19
6,221,102.46,2020-01-19
13,221,5.96,2020-01-19
1,221,50.46,2020-01-19
3,221,36.46,2020-01-19
1,79,48.39,2020-01-19
5,79,120.39,2020-01-19
15,79,30.39,2020-01-19
16,79,205.39,2020-01-19
14,280,21.73,2020-01-19
17,280,81.73,2020-01-19
10,67,19.64,2020-01-19
18,67,179.64,2020-01-19
11,67,114.64,2020-01-19
9,165,74.6,2020-01-19
10,165,21.6,2020-01-19
11,165,116.6,2020-01-19
5,47,121.83,2020-01-19
2,47,41.83,2020-01-19
10,33,19.4,2020-01-19
3,116,33.18,2020-01-19
11,233,116.95,2020-01-19
9,233,74.95,2020-01-19
17,230,80.06,2020-01-19
13,230,3.56,2020-01-19
9,230,73.06,2020-01-19
7,276,71.85,2020-01-19
7,239,71.02,2020-01-19
9,164,74.43,2020-01-19
5,164,121.43,2020-01-19
12,164,101.43,2020-01-19
10,69,22.21,2020-01-20
17,69,82.21,2020-01-20
8,69,65.21,2020-01-20
11,137,115.32,2020-01-20
9,137,73.32,2020-01-20
3,252,32.69,2020-01-20
10,252,18.69,2020-01-20
17,252,78.69,2020-01-20
16,261,206.75,2020-01-20
16,33,203.14,2020-01-20
17,105,82.61,2020-01-20
16,105,207.61,2020-01-20
12,100,102.66,2020-01-20
1,100,50.66,2020-01-20
10,30,22.42,2020-01-20
8,30,65.42,2020-01-20
14,30,22.42,2020-01-20
18,30,182.42,2020-01-20
14,112,18.1,2020-01-20
12,112,98.1,2020-01-20
10,112,18.1,2020-01-20
7,60,73,2020-01-20
3,60,34,2020-01-20
2,60,40,2020-01-20
10,99,20.64,2020-01-20
8,99,63.64,2020-01-20
5,99,120.64,2020-01-20
3,99,34.64,2020-01-20
7,98,71.99,2020-01-20
18,98,178.99,2020-01-20
4,294,42,2020-01-20
7,294,75,2020-01-20
16,163,205.17,2020-01-20
1,163,48.17,2020-01-20
6,163,100.17,2020-01-20
15,163,30.17,2020-01-20
17,163,80.17,2020-01-20
2,10,37.82,2020-01-20
3,10,31.82,2020-01-20
17,284,78.88,2020-01-21
6,284,98.88,2020-01-21
11,284,113.88,2020-01-21
1,135,50.17,2020-01-21
6,135,102.17,2020-01-21
7,270,75.62,2020-01-21
16,270,207.62,2020-01-21
4,76,38.13,2020-01-21
12,234,99.72,2020-01-21
5,234,119.72,2020-01-21
3,134,33.22,2020-01-21
4,134,39.22,2020-01-21
5,134,119.22,2020-01-21
13,241,1.17,2020-01-21
9,93,73.03,2020-01-21
14,93,20.03,2020-01-21
9,172,71.1,2020-01-21
2,172,38.1,2020-01-21
10,266,19.43,2020-01-21
2,266,39.43,2020-01-21
5,228,119.47,2020-01-21
11,228,114.47,2020-01-21
10,228,19.47,2020-01-21
2,228,39.47,2020-01-21
4,75,38.59,2020-01-21
17,75,78.59,2020-01-21
8,75,61.59,2020-01-21
3,297,33.54,2020-01-21
17,297,79.54,2020-01-21
11,18,117.63,2020-01-21
9,18,75.63,2020-01-21
6,18,102.63,2020-01-21
17,192,78.2,2020-01-21
4,192,38.2,2020-01-21
18,83,178.57,2020-01-22
14,83,18.57,2020-01-22
10,83,18.57,2020-01-22
14,101,18.03,2020-01-22
9,101,71.03,2020-01-22
10,101,18.03,2020-01-22
18,251,178.69,2020-01-22
6,251,98.69,2020-01-22
5,251,118.69,2020-01-22
9,251,71.69,2020-01-22
15,172,27.34,2020-01-22
11,172,112.34,2020-01-22
15,249,31.26,2020-01-22
2,249,41.26,2020-01-22
9,249,74.26,2020-01-22
14,290,19.77,2020-01-22
18,290,179.77,2020-01-22
1,213,47.24,2020-01-22
6,213,99.24,2020-01-22
18,213,179.24,2020-01-22
10,15,17.53,2020-01-22
2,15,37.53,2020-01-22
4,204,37.02,2020-01-22
16,204,202.02,2020-01-22
13,154,4.55,2020-01-22
5,177,117.5,2020-01-22
14,177,17.5,2020-01-22
17,133,79.3,2020-01-22
3,281,34.29,2020-01-22
13,281,3.79,2020-01-22
2,143,41.16,2020-01-22
17,143,81.16,2020-01-22
7,76,73.33,2020-01-22
5,76,120.33,2020-01-22
14,76,20.33,2020-01-22
17,32,77.93,2020-01-22
13,32,1.43,2020-01-22
2,12,40.98,2020-01-23
18,230,182.24,2020-01-23
8,230,65.24,2020-01-23
5,230,122.24,2020-01-23
11,291,117.37,2020-01-23
16,261,207.01,2020-01-23
14,261,22.01,2020-01-23
13,261,5.51,2020-01-23
4,261,42.01,2020-01-23
2,289,40.92,2020-01-23
15,289,30.92,2020-01-23
6,15,99.96,2020-01-23
2,15,39.96,2020-01-23
17,15,79.96,2020-01-23
9,15,72.96,2020-01-23
4,222,39.88,2020-01-23
17,222,79.88,2020-01-23
8,222,62.88,2020-01-23
3,222,33.88,2020-01-23
13,222,3.38,2020-01-23
11,124,116.11,2020-01-23
3,124,35.11,2020-01-23
6,124,101.11,2020-01-23
10,38,19.47,2020-01-23
14,38,19.47,2020-01-23
9,23,75.71,2020-01-23
16,23,207.71,2020-01-23
5,23,122.71,2020-01-23
3,23,36.71,2020-01-23
6,34,101.24,2020-01-23
16,34,206.24,2020-01-23
10,255,20.53,2020-01-24
5,51,117.38,2020-01-24
4,51,37.38,2020-01-24
17,51,77.38,2020-01-24
12,24,100.85,2020-01-24
6,65,102.78,2020-01-24
8,65,65.78,2020-01-24
3,120,32.8,2020-01-24
7,120,71.8,2020-01-24
9,120,71.8,2020-01-24
17,120,78.8,2020-01-24
7,156,73.61,2020-01-24
18,248,182.14,2020-01-24
6,248,102.14,2020-01-24
14,30,22.03,2020-01-24
16,30,207.03,2020-01-24
5,30,122.03,2020-01-24
18,281,179.57,2020-01-24
11,281,114.57,2020-01-24
15,281,29.57,2020-01-24
5,281,119.57,2020-01-24
13,222,3.97,2020-01-24
7,222,73.47,2020-01-24
15,207,29.31,2020-01-24
9,125,74.18,2020-01-24
3,125,35.18,2020-01-24
11,125,116.18,2020-01-24
1,119,50.82,2020-01-24
12,119,102.82,2020-01-24
16,119,207.82,2020-01-24
3,119,36.82,2020-01-24
10,294,18.39,2020-01-25
16,294,203.39,2020-01-25
12,181,98.14,2020-01-25
7,181,71.14,2020-01-25
11,181,113.14,2020-01-25
2,43,37.38,2020-01-25
3,158,33.98,2020-01-25
9,158,72.98,2020-01-25
9,129,75.91,2020-01-25
7,297,73.9,2020-01-25
4,297,40.9,2020-01-25
4,84,37.85,2020-01-25
7,84,70.85,2020-01-25
14,84,17.85,2020-01-25
1,84,45.85,2020-01-25
11,176,114.06,2020-01-25
16,176,204.06,2020-01-25
9,176,72.06,2020-01-25
1,176,47.06,2020-01-25
5,227,122.85,2020-01-25
14,227,22.85,2020-01-25
4,227,42.85,2020-01-25
16,157,203.49,2020-01-25
9,157,71.49,2020-01-25
11,157,113.49,2020-01-25
8,157,61.49,2020-01-25
12,89,97.67,2020-01-25
6,89,97.67,2020-01-25
7,218,75.55,2020-01-25
14,218,22.55,2020-01-25
9,218,75.55,2020-01-25
5,215,120.51,2020-01-25
1,215,48.51,2020-01-25
1,45,48.46,2020-01-25
6,224,100.77,2020-01-25
11,224,115.77,2020-01-25
9,224,73.77,2020-01-25
12,171,101.76,2020-01-25
15,29,29.95,2020-01-25
13,29,3.45,2020-01-25
14,29,19.95,2020-01-25
4,15,40.33,2020-01-25
3,15,34.33,2020-01-25
11,41,116.63,2020-01-25
13,41,5.13,2020-01-25
15,41,31.63,2020-01-25
14,182,22.27,2020-01-25
5,7,118.05,2020-01-26
14,7,18.05,2020-01-26
3,7,32.05,2020-01-26
13,7,1.55,2020-01-26
16,7,203.05,2020-01-26
9,159,72.03,2020-01-26
